0.140095 10
0.183368 11
0.186601 12
0.191407 13
0.196214 14
0.200219 15
0.225825 16
0.22983 17
0.231432 18
0.23704 19
0.243448 20
0.24505 21
0.249056 22
0.269855 23
0.271457 24
0.275462 25
0.277064 26
0.278667 27
0.287478 28
0.29629 29
0.297892 30
0.299494 31
0.3035 32
0.305102 33
0.32593 34
0.327532 35
0.329134 36
0.333139 37
0.334741 38
0.336343 39
0.337946 40
0.351564 41
0.353166 42
0.366784 43
0.368386 44
0.369988 45
0.37159 46
0.375596 47
0.377198 48
0.3788 49
0.40924 50
0.410843 51
0.412445 52
0.414047 53
0.415649 54
0.422058 55
0.42366 56
0.425262 57
0.426864 58
0.428466 59
0.430068 60
0.448493 61
0.450095 62
0.451697 63
0.470122 64
0.471724 65
0.473326 66
0.474928 67
0.47653 68
0.478132 69
0.484541 70
0.486143 71
0.487745 72
0.489347 73
0.531003 74
0.533415 72
0.534216 71
0.535021 69.4019
0.535822 68.8688
0.536623 67.3356
0.537424 66.8032
0.543032 65.27
0.543833 64.7369
0.544634 63.2044
0.545435 62.6713
0.546236 61.1388
0.547037 60.6057
0.547838 59.0725
0.548639 58.5401
0.54944 57.0069
0.550241 56.4738
0.551043 54.9413
0.551844 54.4081
0.569467 52.875
0.570268 52.3425
0.571069 50.8094
0.57187 50.2769
0.572671 48.7438
0.573472 48.2106
0.590295 46.6782
0.591096 46.145
0.591897 44.6119
0.592698 44.0794
0.593499 43.5463
0.5943 43.0138
0.595101 42.4807
0.595902 40.9475
0.596703 40.4151
0.597504 38.8819
0.598305 38.3488
0.599107 36.8163
0.599908 35.5
0.605515 34
0.607117 33
0.608719 32
0.610321 31
0.650375 30
0.651977 29
0.65438 35.5
0.694434 35
0.69523 35.5
0.696031 35
0.728871 35.5
0.729672 35
0.730468 35.5
0.730468 35.5276
0.73207 35.5552
0.733673 35.5829
0.735275 35.6105
0.736877 35.6381
0.738479 35.6657
0.742484 35.6934
0.744086 35.721
0.745689 35.7486
0.762511 35.7762
0.772124 35.8039
0.773726 35.8315
0.775328 35.8591
0.779333 35.8867
0.780936 35.9144
0.782538 35.942
0.78414 35.9696
0.818586 35.9972
0.820188 36.0249
0.82179 36.0525
0.823392 36.0801
0.824994 36.1077
0.826596 36.1354
0.830602 36.163
0.832204 36.1906
0.833806 36.2182
0.850628 36.2452
0.860241 36.2721
0.861843 36.299
0.863445 36.326
0.86665 36.3529
0.868252 36.3798
0.869854 36.4068
0.871456 36.4337
0.905902 36.4606
0.907504 36.4876
0.909106 36.5145
0.910708 36.5414
0.912311 36.5684
0.913913 36.5953
0.915515 36.6222
0.920321 36.6492
0.921923 36.6761
0.923526 36.703
0.940348 36.73
0.949961 36.7569
0.951563 36.7838
0.953165 36.8108
0.956369 36.8377
0.957971 36.8646
0.959574 36.8916
0.961176 36.9185
0.995622 36.9454
0.997224 36.9724
0.998826 36.9993
1.00043 37.0262
1.00203 37.0532
1.00363 37.0801
1.00523 37.107
1.01004 37.134
1.01164 37.1602
1.01325 37.1865
1.03087 37.2127
1.04048 37.239
1.04208 37.2652
1.04369 37.2914
1.04689 37.3177
1.04849 37.3439
1.05009 37.3702
1.0517 37.3964
1.08694 37.4227
1.08855 37.4489
1.09015 37.4751
1.09175 37.5014
1.09335 37.5276
1.09495 37.5539
1.09656 37.5801
1.10136 37.6064
1.10296 37.6326
1.10457 37.6588
1.12299 37.6851
1.1326 37.7113
1.13421 37.7376
1.13581 37.7638
1.13901 37.7901
1.14061 37.8163
1.14222 37.8425
1.14382 37.8688
1.17987 37.895
1.18147 37.9213
1.18307 37.9475
1.18467 37.9738
1.18628 38
1.18788 38.0262
1.18948 38.0525
1.19429 38.0787
1.19589 38.105
1.19749 38.1312
1.21511 38.1568
1.22473 38.1823
1.22633 38.2079
1.22793 38.2334
1.23114 38.259
1.23274 38.2845
1.23434 38.3101
1.23594 38.3356
1.27119 38.3612
1.27279 38.3867
1.27439 38.4123
1.27599 38.4378
1.2776 38.4634
1.2792 38.489
1.2808 38.5145
1.2824 38.5401
1.28721 38.5656
1.28881 38.5912
1.29041 38.6167
1.30884 38.6423
1.31845 38.6678
1.32005 38.6934
1.32166 38.7189
1.32486 38.7445
1.32646 38.77
1.32806 38.7956
1.32967 38.8211
1.36571 38.8467
1.36732 38.8722
1.36892 38.8978
1.37052 38.9233
1.37212 38.9489
1.37373 38.9744
1.37533 39
1.37693 39.0256
1.38174 39.0511
1.38334 39.0767
1.38494 39.1022
1.40417 39.1278
1.41378 39.1533
1.41538 39.1782
1.41698 39.203
1.42019 39.2279
1.42179 39.2528
1.42339 39.2776
1.42499 39.3025
1.46184 39.3273
1.46344 39.3522
1.46505 39.3771
1.46665 39.4019
1.46825 39.4268
1.46985 39.4517
1.47146 39.4765
1.47306 39.5014
1.47786 39.5262
1.47947 39.5511
1.48107 39.576
1.50109 39.6008
1.51071 39.6257
1.51231 39.6506
1.51391 39.6754
1.51712 39.7003
1.51872 39.7251
1.52032 39.75
1.52192 39.7749
1.55957 39.7997
1.56117 39.8246
1.56278 39.8494
1.56438 39.8743
1.56598 39.8992
1.56758 39.924
1.56919 39.9489
1.57079 39.9738
1.57559 39.9986
1.5772 40.0235
1.5788 40.0483
1.59802 40.0732
1.60764 40.0981
1.60924 40.1229
1.61084 40.1478
1.61405 40.1727
1.61565 40.1975
1.61725 40.2224
1.61885 40.2465
1.6557 40.2707
1.6573 40.2949
1.65891 40.3191
1.66051 40.3432
1.66211 40.3674
1.66371 40.3916
1.66531 40.4157
1.66692 40.4399
1.67172 40.4641
1.67332 40.4883
1.67493 40.5124
1.67653 40.5366
1.69575 40.5608
1.70617 40.5849
1.70777 40.6091
1.70937 40.6333
1.71258 40.6575
1.71418 40.6816
1.71578 40.7058
1.71738 40.73
1.75503 40.7541
1.75664 40.7783
1.75824 40.8025
1.75984 40.8267
1.76144 40.8508
1.76304 40.875
1.76465 40.8992
1.76625 40.9233
1.77105 40.9475
1.77266 40.9717
1.77426 40.9959
1.77586 41.02
1.79509 41.0442
1.8063 41.0684
1.8079 41.0925
1.80951 41.1167
1.81271 41.1409
1.81431 41.1651
1.81591 41.1892
1.81752 41.2134
1.85597 41.2376
1.85757 41.2617
1.85917 41.2859
1.86077 41.3101
1.86238 41.3343
1.86398 41.3584
1.86558 41.3826
1.86718 41.4061
1.87199 41.4296
1.87359 41.453
1.87519 41.4765
1.8768 41.5
1.89602 41.5235
1.90804 41.547
1.90964 41.5704
1.91124 41.5939
1.91445 41.6174
1.91605 41.6409
1.91765 41.6644
1.91925 41.6878
1.9577 41.7113
1.95931 41.7348
1.96091 41.7583
1.96251 41.7818
1.96411 41.8052
