0.22179 +47ns
0.223421 +47ns
0.225024 +46ns
0.228228 +46ns
0.232233 +46ns
0.233835 +46ns
0.237841 +45ns
0.262645 +48ns
0.264247 +48ns
0.265849 +47ns
0.267452 +47ns
0.269054 +46ns
0.273059 +46ns
0.279468 +47ns
0.28107 +47ns
0.282672 +47ns
0.286677 +48ns
0.288279 +48ns
0.304301 +47ns
0.305903 +47ns
0.307505 +46ns
0.309107 +46ns
0.310712 +46ns
0.312346 +45ns
0.313914 +45ns
0.320322 +46ns
0.321925 +46ns
0.330737 +47ns
0.332371 +47ns
0.333993 +48ns
0.335543 +48ns
0.339548 +49ns
0.34115 +50ns
0.342752 +51ns
0.35637 +53ns
0.357973 +53ns
0.359575 +53ns
0.361177 +53ns
0.362779 +53ns
0.364381 +53ns
0.365983 +54ns
0.367585 +54ns
0.369187 +54ns
0.37079 +55ns
0.372392 +55ns
0.381203 +56ns
0.382806 +57ns
0.384408 +57ns
0.395643 +58ns
0.397225 +59ns
0.398827 +60ns
0.400429 +61ns
0.402031 +62ns
0.403633 +63ns
0.410042 +64ns
0.411644 +65ns
0.413252 +65ns
0.414851 +66ns
0.433277 +69ns
0.434875 +70ns
0.436477 +71ns
0.438079 +72ns
0.439681 +73ns
0.441284 +74ns
0.442886 +75ns
0.444488 +76ns
0.44609 +76ns
0.447692 +77ns
0.449294 +78ns
0.450896 +79ns
0.452498 +79ns
0.454107 +80ns
0.455717 +81ns
0.457305 +81ns
0.458907 +82ns
0.472525 +83ns
0.474132 +84ns
0.47573 +85ns
0.477332 +86ns
0.493364 +89ns
0.494962 +90ns
0.496557 +91ns
0.498159 +92ns
0.499761 +93ns
0.501364 +94ns
0.502966 +95ns
0.504568 +96ns
0.50617 +97ns
0.514987 +98ns
0.516584 +99ns
0.518186 +100ns
0.519788 +101ns
0.52139 +102ns
0.522992 +103ns
0.548626 +106ns
0.550229 +108ns
0.551831 +109ns
0.553439 +110ns
0.555039 +111ns
0.556637 +112ns
0.558239 +113ns
0.559841 +114ns
0.561444 +114ns
0.563046 +115ns
0.564648 +116ns
0.56625 +117ns
0.845822 +113ns
0.847424 +110ns
0.849027 +108ns
0.850629 +106ns
0.852231 +104ns
0.853836 +102ns
0.855446 +101ns
0.857037 +99ns
0.858639 +98ns
0.860242 +97ns
0.861844 +96ns
0.863446 +95ns
0.865048 +95ns
0.883472 +94ns
0.885075 +94ns
0.893085 +93ns
0.894691 +93ns
0.899494 +93ns
0.917117 +94ns
0.918719 +94ns
0.920322 +93ns
0.921924 +93ns
0.923526 +92ns
0.925128 +92ns
0.92673 +92ns
0.928332 +92ns
0.929934 +91ns
0.931537 +91ns
0.933139 +91ns
0.934743 +91ns
0.936365 +91ns
0.937945 +91ns
0.939547 +91ns
0.941149 +91ns
0.942751 +90ns
0.944354 +90ns
0.945956 +90ns
0.947558 +90ns
0.94916 +90ns
0.950762 +90ns
0.952364 +90ns
0.953973 +90ns
0.972391 +92ns
0.973998 +92ns
0.982004 +92ns
0.983606 +92ns
0.988412 +92ns
1.00604 +94ns
1.00764 +93ns
1.00924 +93ns
1.01084 +93ns
1.01244 +92ns
1.01405 +92ns
1.01565 +92ns
1.01725 +92ns
1.01885 +91ns
1.02045 +91ns
1.02206 +91ns
1.02366 +91ns
1.02526 +91ns
1.02686 +91ns
1.02847 +91ns
1.03007 +91ns
1.03167 +91ns
1.03327 +91ns
1.03488 +90ns
1.03648 +90ns
1.03808 +90ns
1.03968 +90ns
1.04128 +90ns
1.04288 +90ns
1.04449 +90ns
1.06371 +90ns
1.06531 +90ns
1.07333 +90ns
1.07493 +90ns
1.07973 +90ns
1.09736 +90ns
1.09896 +90ns
1.10056 +90ns
1.10216 +91ns
1.10377 +91ns
1.10537 +91ns
1.10697 +91ns
1.10857 +91ns
1.11017 +91ns
1.11178 +91ns
1.11338 +91ns
1.11499 +91ns
1.11658 +91ns
1.11819 +91ns
1.11979 +91ns
1.12139 +91ns
1.12299 +91ns
1.12459 +91ns
1.1262 +91ns
1.1278 +91ns
1.1294 +91ns
1.131 +91ns
1.1326 +91ns
1.13421 +91ns
1.13581 +91ns
1.15584 +91ns
1.15744 +91ns
1.16545 +91ns
1.16705 +91ns
1.17186 +91ns
1.18948 +91ns
1.19108 +91ns
1.19268 +91ns
1.1943 +91ns
1.19591 +91ns
1.19749 +91ns
1.19909 +92ns
1.2007 +92ns
1.2023 +92ns
1.2039 +92ns
1.2055 +92ns
1.2071 +92ns
1.20871 +92ns
1.21031 +92ns
1.21191 +92ns
1.21351 +92ns
1.21512 +92ns
1.21673 +92ns
1.21832 +92ns
1.21992 +92ns
1.22152 +93ns
1.22312 +93ns
1.22473 +93ns
1.22633 +93ns
1.22793 +93ns
1.24716 +95ns
1.24876 +95ns
1.25678 +95ns
1.25837 +95ns
1.26318 +95ns
1.2808 +97ns
1.2824 +96ns
1.28401 +96ns
1.28561 +95ns
1.28721 +95ns
1.28881 +95ns
1.29041 +94ns
1.29202 +94ns
1.29362 +94ns
1.29523 +94ns
1.29683 +94ns
1.29843 +93ns
1.30003 +93ns
1.30163 +93ns
1.30323 +93ns
1.30483 +93ns
1.30644 +93ns
1.30804 +93ns
1.30964 +93ns
1.31124 +93ns
1.31284 +93ns
1.31445 +93ns
1.31606 +93ns
1.31767 +93ns
1.31925 +93ns
1.33928 +95ns
1.34088 +95ns
1.34889 +95ns
1.35049 +95ns
1.3553 +95ns
1.37292 +97ns
1.37453 +96ns
1.37613 +96ns
1.37773 +96ns
1.37933 +95ns
1.38094 +95ns
1.38254 +95ns
1.38414 +95ns
1.38574 +94ns
1.38734 +94ns
1.38895 +94ns
1.39055 +94ns
1.39215 +94ns
1.39375 +94ns
1.39535 +94ns
1.39696 +94ns
1.39856 +94ns
1.40016 +94ns
1.40176 +93ns
1.40336 +93ns
1.40497 +93ns
1.40657 +93ns
1.40817 +93ns
1.40977 +93ns
1.41138 +93ns
1.41298 +93ns
1.43381 +93ns
1.43541 +93ns
1.44342 +94ns
1.44502 +94ns
1.44983 +94ns
1.46745 +94ns
1.46905 +94ns
1.47065 +94ns
1.47226 +94ns
1.47386 +94ns
1.47546 +94ns
1.47707 +94ns
1.47867 +94ns
1.48027 +94ns
1.48187 +94ns
1.48347 +94ns
1.48507 +94ns
1.48668 +94ns
1.48828 +94ns
1.48988 +94ns
1.49148 +94ns
1.49308 +94ns
1.49469 +94ns
1.49629 +94ns
1.4979 +94ns
1.49949 +94ns
1.5011 +94ns
1.5027 +94ns
1.5043 +94ns
1.5059 +94ns
1.5075 +94ns
